year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error,officials_analysis_competition_type_id,season_year
2024,35556,https://ijs.usfigureskating.org/leaderboard/results/2024/35556/index.asp,200,2024 Hiawathaland Open & Compete USA Competition,10/11/24,10/13/24,"Rochester Recreation Center, Rochester, MN",2026-05-18T22:29:05+00:00,,11,2425
2024,35528,https://ijs.usfigureskating.org/leaderboard/results/2024/35528/index.asp,200,2024 AZ State Championships,10/12/24,10/13/24,"AZ Ice Peoria, Peoria, AZ",2026-05-18T22:29:00+00:00,,11,2425
2024,35632,https://ijs.usfigureskating.org/leaderboard/results/2024/35632/index.asp,200,2024 CT High School Classic,10/12/24,10/12/24,"Veterans Memorial Skating Rink, West Hartford, CT, Team Points",2026-05-18T22:29:15+00:00,,11,2425
2024,35526,https://ijs.usfigureskating.org/leaderboard/results/2024/35526/index.asp,200,2024 59th Arrowhead Open Championships,10/13/24,10/13/24,"Ontario Ice Skating Center, Ontario, CA",2026-05-18T22:28:59+00:00,,11,2425
2024,34449,https://ijs.usfigureskating.org/leaderboard/results/2024/34449/index.asp,200,2024 Skate by the Lake,10/18/24,10/19/24,"Manchester Ice and Event Centr, McCall, ID",2026-05-18T22:27:04+00:00,,11,2425
2024,35475,https://ijs.usfigureskating.org/leaderboard/results/2024/35475/index.asp,200,2024 Pumpkin Palooza,10/19/24,10/19/24,"Civic Center, Brainerd, MN",2026-05-18T22:28:46+00:00,,11,2425
2024,35565,https://ijs.usfigureskating.org/leaderboard/results/2024/35565/index.asp,200,2024 Spooktacular,10/19/24,10/19/24,"Rink A, Rink B, Lakewood, CA",2026-05-18T22:29:06+00:00,,11,2425
2024,35608,https://ijs.usfigureskating.org/leaderboard/results/2024/35608/index.asp,200,2024 Autumn Skate,10/19/24,10/19/24,"Skating Club of Wilmington, Wilmington, DE",2026-05-18T22:29:11+00:00,,11,2425
2024,35513,https://ijs.usfigureskating.org/leaderboard/results/2024/35513/index.asp,200,36th Annual Ice Crystal Classic,10/25/24,10/26/24,"Mountain View Ice Arena, Vancouver, WA",2026-05-18T22:28:54+00:00,,11,2425
2024,35527,https://ijs.usfigureskating.org/leaderboard/results/2024/35527/index.asp,200,2024 Skating Spooktacular,10/25/24,10/27/24,"Center Ice Sports Complex, Canton, OH",2026-05-18T22:29:00+00:00,,11,2425
